Summary Results Report,,,,,,,,,OFFICIAL RESULTS
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,,,,CACHE COUNTY
AMA,,,,,,,,,
STATISTICS,,,,,,,,,
,TOTAL,Mail,Provisional,,,,,,
JUDGE OF THE FIRST DISTRICT KEVIN K. ALLEN,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,143,,92.86%,131,,,12,,
NO,11,,7.14%,10,,,1,,
Total Votes Cast,154,,100.00%,141,,,13,,
Contest Totals,189,,,171,,,18,,
JUDGE OF THE FIRST DISTRICT BRANDON J. MAYNARD,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,133,,88.67%,124,,,9,,
NO,17,,11.33%,14,,,3,,
Total Votes Cast,150,,100.00%,138,,,12,,
Contest Totals,189,,,171,,,18,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
AMA,,,,,,,,,
JUDGE RICHMOND COURT MATTHEW C. FUNK,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,136,,86.62%,124,,,12,,
NO,21,,13.38%,20,,,1,,
Total Votes Cast,157,,100.00%,144,,,13,,
Contest Totals,189,,,171,,,18,,
CONSTITUTIONAL AMENDMENT A,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,127,,75.60%,114,,,13,,
AGAINST,41,,24.40%,39,,,2,,
Total Votes Cast,168,,100.00%,153,,,15,,
Contest Totals,189,,,171,,,18,,
CONSTITUTIONAL AMENDMENT B,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,60,,34.09%,51,,,9,,
AGAINST,116,,65.91%,108,,,8,,
Total Votes Cast,176,,100.00%,159,,,17,,
Contest Totals,189,,,171,,,18,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
AMA,,,,,,,,,
CONSTITUTIONAL AMENDMENT C,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,112,,64.74%,101,,,11,,
AGAINST,61,,35.26%,56,,,5,,
Total Votes Cast,173,,100.00%,157,,,16,,
Contest Totals,189,,,171,,,18,,
NONBINDING OPINION QUESTION #1,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,42,,23.08%,36,,,6,,
AGAINST,140,,76.92%,129,,,11,,
Total Votes Cast,182,,100.00%,165,,,17,,
Contest Totals,189,,,171,,,18,,
PROPOSITION #2,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,59,,32.42%,51,,,8,,
AGAINST,123,,67.58%,113,,,10,,
Total Votes Cast,182,,100.00%,164,,,18,,
Contest Totals,189,,,171,,,18,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
AMA,,,,,,,,,
PROPOSITION #3,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,79,,44.63%,69,,,10,,
AGAINST,98,,55.37%,91,,,7,,
Total Votes Cast,177,,100.00%,160,,,17,,
Contest Totals,189,,,171,,,18,,
PROPOSITION #4,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,53,,31.74%,47,,,6,,
AGAINST,114,,68.26%,105,,,9,,
Total Votes Cast,167,,100.00%,152,,,15,,
Contest Totals,189,,,171,,,18,,
Summary Results Report,,,,,,,,,OFFICIAL RESULTS
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,,,,CACHE COUNTY
BEN,,,,,,,,,
STATISTICS,,,,,,,,,
,TOTAL,Mail,Provisional,,,,,,
Registered Voters,366,,,,,,,,
Ballots Cast,272,258,14,,,,,,
Voter Turnout,74.32%,,,,,,,,
STRAIGHT PARTY,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
CONSTITUTION,0,0.00%,0,0,,,,,
DEMOCRATIC,9,11.84%,6,3,,,,,
GREEN,0,0.00%,0,0,,,,,
INDEPENDENT AMERICAN,2,2.63%,2,0,,,,,
LIBERTARIAN,2,2.63%,2,0,,,,,
REPUBLICAN,61,80.26%,59,2,,,,,
UNITED UTAH,2,2.63%,2,0,,,,,
Total Votes Cast,76,100.00%,71,5,,,,,
Contest Totals,272,,258,14,,,,,
U.S. SENATE,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
TIM AALDERS (CON),6,2.22%,5,1,,,,,
CRAIG R. BOWDEN (LIB),3,1.11%,3,0,,,,,
REED C. MCCANDLESS (IAP),2,0.74%,2,0,,,,,
JENNY WILSON (DEM),35,12.96%,34,1,,,,,
MITT ROMNEY (REP),224,82.96%,212,12,,,,,
WRITE-IN,0,0.00%,0,0,,,,,
Total Votes Cast,270,100.00%,256,14,,,,,
Contest Totals,272,,258,14,,,,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
BEN,,,,,,,,,
U.S. REPRESENTATIVE DISTRICT #1,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
LEE CASTILLO (DEM),27,10.07%,25,2,,,,,
ROB BISHOP (REP),185,69.03%,174,11,,,,,
ERIC ELIASON (UUP),48,17.91%,47,1,,,,,
ADAM DAVIS (GRN),8,2.99%,8,0,,,,,
Total Votes Cast,268,100.00%,254,14,,,,,
Contest Totals,272,,258,14,,,,,
STATE REPRESENTATIVE DISTRICT #3,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
MARILYN MECHAM (DEM),57,21.76%,53,4,,,,,
VAL K. POTTER (REP),205,78.24%,195,10,,,,,
Total Votes Cast,262,100.00%,248,14,,,,,
Contest Totals,272,,258,14,,,,,
STATE BOARD OF EDUCATION DISTRICT #1,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
JENNIE L. EARL,138,63.59%,129,9,,,,,
TERRYL WARNER,79,36.41%,76,3,,,,,
Total Votes Cast,217,100.00%,205,12,,,,,
Contest Totals,272,,258,14,,,,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
BEN,,,,,,,,,
CACHE COUNTY EXECUTIVE/SURVEYOR,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
CRAIG W. BUTTARS (REP),232,100.00%,220,12,,,,,
Total Votes Cast,232,100.00%,220,12,,,,,
Contest Totals,272,,258,14,,,,,
CACHE COUNTY ATTORNEY,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
JAMES M. SWINK (REP),229,100.00%,217,12,,,,,
Total Votes Cast,229,100.00%,217,12,,,,,
Contest Totals,272,,258,14,,,,,
CACHE COUNTY CLERK,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
JILL N. ZOLLINGER (REP),235,100.00%,222,13,,,,,
Total Votes Cast,235,100.00%,222,13,,,,,
Contest Totals,272,,258,14,,,,,
CACHE COUNTY SHERIFF,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
D. CHAD JENSEN (REP),237,100.00%,224,13,,,,,
Total Votes Cast,237,100.00%,224,13,,,,,
Contest Totals,272,,258,14,,,,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
BEN,,,,,,,,,
CACHE COUNTY BOARD OF EDUCATION DISTRICT #7,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
TERI RHODES,215,100.00%,202,13,,,,,
Total Votes Cast,215,100.00%,202,13,,,,,
Contest Totals,272,,258,14,,,,,
CACHE WATER BOARD AT-LARGE,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
KIRT LINDLEY,128,60.95%,123,5,,,,,
BRETT ROPER,82,39.05%,77,5,,,,,
Total Votes Cast,210,100.00%,200,10,,,,,
Contest Totals,272,,258,14,,,,,
JUSTICE OF UTAH SUPREME COURT CONSTANDINOS (DENO) HIMONAS,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,187,,82.38%,178,,,9,,
NO,40,,17.62%,38,,,2,,
Total Votes Cast,227,,100.00%,216,,,11,,
Contest Totals,272,,,258,,,14,,
JUDGE OF THE COURT OF APPEALS MARY KATE A. TOOMEY,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,196,,86.73%,185,,,11,,
NO,30,,13.27%,30,,,0,,
Total Votes Cast,226,,100.00%,215,,,11,,
Contest Totals,272,,,258,,,14,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
BEN,,,,,,,,,
JUDGE OF THE JUVENILE COURT OF THE FIRST DISTRICT ANGELA F. FONNESBECK,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,215,,92.27%,204,,,11,,
NO,18,,7.73%,16,,,2,,
Total Votes Cast,233,,100.00%,220,,,13,,
Contest Totals,272,,,258,,,14,,
JUDGE OF THE FIRST DISTRICT KEVIN K. ALLEN,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,195,,82.98%,184,,,11,,
NO,40,,17.02%,38,,,2,,
Total Votes Cast,235,,100.00%,222,,,13,,
Contest Totals,272,,,258,,,14,,
JUDGE OF THE FIRST DISTRICT BRANDON J. MAYNARD,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,200,,88.89%,190,,,10,,
NO,25,,11.11%,23,,,2,,
Total Votes Cast,225,,100.00%,213,,,12,,
Contest Totals,272,,,258,,,14,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
BEN,,,,,,,,,
JUDGE RICHMOND COURT MATTHEW C. FUNK,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,207,,90.00%,196,,,11,,
NO,23,,10.00%,21,,,2,,
Total Votes Cast,230,,100.00%,217,,,13,,
Contest Totals,272,,,258,,,14,,
CONSTITUTIONAL AMENDMENT A,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,191,,74.03%,179,,,12,,
AGAINST,67,,25.97%,66,,,1,,
Total Votes Cast,258,,100.00%,245,,,13,,
Contest Totals,272,,,258,,,14,,
CONSTITUTIONAL AMENDMENT B,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,95,,36.54%,87,,,8,,
AGAINST,165,,63.46%,161,,,4,,
Total Votes Cast,260,,100.00%,248,,,12,,
Contest Totals,272,,,258,,,14,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
BEN,,,,,,,,,
CONSTITUTIONAL AMENDMENT C,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,184,,71.04%,175,,,9,,
AGAINST,75,,28.96%,70,,,5,,
Total Votes Cast,259,,100.00%,245,,,14,,
Contest Totals,272,,,258,,,14,,
NONBINDING OPINION QUESTION #1,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,66,,24.54%,65,,,1,,
AGAINST,203,,75.46%,191,,,12,,
Total Votes Cast,269,,100.00%,256,,,13,,
Contest Totals,272,,,258,,,14,,
PROPOSITION #2,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,108,,40.15%,102,,,6,,
AGAINST,161,,59.85%,153,,,8,,
Total Votes Cast,269,,100.00%,255,,,14,,
Contest Totals,272,,,258,,,14,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
BEN,,,,,,,,,
PROPOSITION #3,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,119,,44.24%,113,,,6,,
AGAINST,150,,55.76%,142,,,8,,
Total Votes Cast,269,,100.00%,255,,,14,,
Contest Totals,272,,,258,,,14,,
PROPOSITION #4,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,107,,40.07%,103,,,4,,
AGAINST,160,,59.93%,150,,,10,,
Total Votes Cast,267,,100.00%,253,,,14,,
Contest Totals,272,,,258,,,14,,
Summary Results Report,,,,,,,,,OFFICIAL RESULTS
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,,,,CACHE COUNTY
CLK,,,,,,,,,
STATISTICS,,,,,,,,,
,TOTAL,Mail,Provisional,,,,,,
Registered Voters,390,,,,,,,,
Ballots Cast,267,255,12,,,,,,
Voter Turnout,68.46%,,,,,,,,
STRAIGHT PARTY,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
CONSTITUTION,1,1.19%,1,0,,,,,
DEMOCRATIC,6,7.14%,5,1,,,,,
GREEN,0,0.00%,0,0,,,,,
INDEPENDENT AMERICAN,3,3.57%,3,0,,,,,
LIBERTARIAN,0,0.00%,0,0,,,,,
REPUBLICAN,74,88.10%,68,6,,,,,
UNITED UTAH,0,0.00%,0,0,,,,,
Total Votes Cast,84,100.00%,77,7,,,,,
Contest Totals,267,,255,12,,,,,
U.S. SENATE,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
TIM AALDERS (CON),11,4.17%,10,1,,,,,
CRAIG R. BOWDEN (LIB),1,0.38%,1,0,,,,,
REED C. MCCANDLESS (IAP),1,0.38%,1,0,,,,,
JENNY WILSON (DEM),27,10.23%,24,3,,,,,
MITT ROMNEY (REP),218,82.58%,210,8,,,,,
WRITE-IN,6,2.27%,6,0,,,,,
Total Votes Cast,264,100.00%,252,12,,,,,
Contest Totals,267,,255,12,,,,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
CLK,,,,,,,,,
U.S. REPRESENTATIVE DISTRICT #1,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
LEE CASTILLO (DEM),22,8.33%,20,2,,,,,
ROB BISHOP (REP),210,79.55%,201,9,,,,,
ERIC ELIASON (UUP),30,11.36%,30,0,,,,,
ADAM DAVIS (GRN),2,0.76%,1,1,,,,,
Total Votes Cast,264,100.00%,252,12,,,,,
Contest Totals,267,,255,12,,,,,
UTAH STATE HOUSE DISTRICT 1,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
REP JOEL FERRY,223,87.11%,215,8,,,,,
DEM JOSHUA HARDY,25,9.77%,23,2,,,,,
CON SHERRY PHIPPS,8,3.12%,7,1,,,,,
Total Votes Cast,256,100.00%,245,11,,,,,
Contest Totals,267,,255,12,,,,,
STATE BOARD OF EDUCATION DISTRICT #1,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
JENNIE L. EARL,117,59.69%,109,8,,,,,
TERRYL WARNER,79,40.31%,78,1,,,,,
Total Votes Cast,196,100.00%,187,9,,,,,
Contest Totals,267,,255,12,,,,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
CLK,,,,,,,,,
CACHE COUNTY EXECUTIVE/SURVEYOR,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
CRAIG W. BUTTARS (REP),215,100.00%,205,10,,,,,
Total Votes Cast,215,100.00%,205,10,,,,,
Contest Totals,267,,255,12,,,,,
CACHE COUNTY ATTORNEY,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
JAMES M. SWINK (REP),220,100.00%,210,10,,,,,
Total Votes Cast,220,100.00%,210,10,,,,,
Contest Totals,267,,255,12,,,,,
CACHE COUNTY CLERK,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
JILL N. ZOLLINGER (REP),229,100.00%,219,10,,,,,
Total Votes Cast,229,100.00%,219,10,,,,,
Contest Totals,267,,255,12,,,,,
CACHE COUNTY SHERIFF,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
D. CHAD JENSEN (REP),230,100.00%,220,10,,,,,
Total Votes Cast,230,100.00%,220,10,,,,,
Contest Totals,267,,255,12,,,,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
CLK,,,,,,,,,
CACHE COUNTY BOARD OF EDUCATION DISTRICT #7,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
TERI RHODES,185,100.00%,176,9,,,,,
Total Votes Cast,185,100.00%,176,9,,,,,
Contest Totals,267,,255,12,,,,,
CACHE WATER BOARD AT-LARGE,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
KIRT LINDLEY,104,54.17%,98,6,,,,,
BRETT ROPER,88,45.83%,84,4,,,,,
Total Votes Cast,192,100.00%,182,10,,,,,
Contest Totals,267,,255,12,,,,,
JUSTICE OF UTAH SUPREME COURT CONSTANDINOS (DENO) HIMONAS,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,180,,81.45%,171,,,9,,
NO,41,,18.55%,39,,,2,,
Total Votes Cast,221,,100.00%,210,,,11,,
Contest Totals,267,,,255,,,12,,
JUDGE OF THE COURT OF APPEALS MARY KATE A. TOOMEY,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,189,,87.10%,180,,,9,,
NO,28,,12.90%,26,,,2,,
Total Votes Cast,217,,100.00%,206,,,11,,
Contest Totals,267,,,255,,,12,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
CLK,,,,,,,,,
JUDGE OF THE JUVENILE COURT OF THE FIRST DISTRICT ANGELA F. FONNESBECK,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,202,,88.99%,193,,,9,,
NO,25,,11.01%,23,,,2,,
Total Votes Cast,227,,100.00%,216,,,11,,
Contest Totals,267,,,255,,,12,,
JUDGE OF THE FIRST DISTRICT KEVIN K. ALLEN,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,197,,87.17%,188,,,9,,
NO,29,,12.83%,27,,,2,,
Total Votes Cast,226,,100.00%,215,,,11,,
Contest Totals,267,,,255,,,12,,
JUDGE OF THE FIRST DISTRICT BRANDON J. MAYNARD,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,183,,86.32%,174,,,9,,
NO,29,,13.68%,27,,,2,,
Total Votes Cast,212,,100.00%,201,,,11,,
Contest Totals,267,,,255,,,12,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
CLK,,,,,,,,,
JUDGE RICHMOND COURT MATTHEW C. FUNK,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,190,,87.56%,181,,,9,,
NO,27,,12.44%,25,,,2,,
Total Votes Cast,217,,100.00%,206,,,11,,
Contest Totals,267,,,255,,,12,,
CONSTITUTIONAL AMENDMENT A,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,190,,75.70%,182,,,8,,
AGAINST,61,,24.30%,58,,,3,,
Total Votes Cast,251,,100.00%,240,,,11,,
Contest Totals,267,,,255,,,12,,
CONSTITUTIONAL AMENDMENT B,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,63,,24.90%,61,,,2,,
AGAINST,190,,75.10%,181,,,9,,
Total Votes Cast,253,,100.00%,242,,,11,,
Contest Totals,267,,,255,,,12,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
CLK,,,,,,,,,
CONSTITUTIONAL AMENDMENT C,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,165,,65.48%,157,,,8,,
AGAINST,87,,34.52%,84,,,3,,
Total Votes Cast,252,,100.00%,241,,,11,,
Contest Totals,267,,,255,,,12,,
NONBINDING OPINION QUESTION #1,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,49,,18.77%,47,,,2,,
AGAINST,212,,81.23%,203,,,9,,
Total Votes Cast,261,,100.00%,250,,,11,,
Contest Totals,267,,,255,,,12,,
PROPOSITION #2,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,90,,34.48%,85,,,5,,
AGAINST,171,,65.52%,165,,,6,,
Total Votes Cast,261,,100.00%,250,,,11,,
Contest Totals,267,,,255,,,12,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
CLK,,,,,,,,,
PROPOSITION #3,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,93,,35.91%,86,,,7,,
AGAINST,166,,64.09%,162,,,4,,
Total Votes Cast,259,,100.00%,248,,,11,,
Contest Totals,267,,,255,,,12,,
PROPOSITION #4,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,84,,32.94%,80,,,4,,
AGAINST,171,,67.06%,164,,,7,,
Total Votes Cast,255,,100.00%,244,,,11,,
Contest Totals,267,,,255,,,12,,
Summary Results Report,,,,,,,,,OFFICIAL RESULTS
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,,,,CACHE COUNTY
COR,,,,,,,,,
STATISTICS,,,,,,,,,
,TOTAL,Mail,Provisional,,,,,,
Registered Voters,141,,,,,,,,
Ballots Cast,111,108,3,,,,,,
Voter Turnout,78.72%,,,,,,,,
STRAIGHT PARTY,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
CONSTITUTION,2,5.71%,2,0,,,,,
DEMOCRATIC,2,5.71%,1,1,,,,,
GREEN,1,2.86%,1,0,,,,,
INDEPENDENT AMERICAN,1,2.86%,1,0,,,,,
LIBERTARIAN,1,2.86%,1,0,,,,,
REPUBLICAN,28,80.00%,28,0,,,,,
UNITED UTAH,0,0.00%,0,0,,,,,
Total Votes Cast,35,100.00%,34,1,,,,,
Contest Totals,111,,108,3,,,,,
U.S. SENATE,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
TIM AALDERS (CON),5,4.67%,5,0,,,,,
CRAIG R. BOWDEN (LIB),2,1.87%,2,0,,,,,
REED C. MCCANDLESS (IAP),0,0.00%,0,0,,,,,
JENNY WILSON (DEM),9,8.41%,9,0,,,,,
MITT ROMNEY (REP),87,81.31%,86,1,,,,,
WRITE-IN,4,3.74%,4,0,,,,,
Total Votes Cast,107,100.00%,106,1,,,,,
Contest Totals,111,,108,3,,,,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
COR,,,,,,,,,
U.S. REPRESENTATIVE DISTRICT #1,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
LEE CASTILLO (DEM),9,8.33%,8,1,,,,,
ROB BISHOP (REP),83,76.85%,83,0,,,,,
ERIC ELIASON (UUP),11,10.19%,9,2,,,,,
ADAM DAVIS (GRN),5,4.63%,5,0,,,,,
Total Votes Cast,108,100.00%,105,3,,,,,
Contest Totals,111,,108,3,,,,,
UTAH STATE HOUSE DISTRICT 1,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
REP JOEL FERRY,84,77.78%,82,2,,,,,
DEM JOSHUA HARDY,10,9.26%,9,1,,,,,
CON SHERRY PHIPPS,14,12.96%,14,0,,,,,
Total Votes Cast,108,100.00%,105,3,,,,,
Contest Totals,111,,108,3,,,,,
STATE BOARD OF EDUCATION DISTRICT #1,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
JENNIE L. EARL,58,69.05%,56,2,,,,,
TERRYL WARNER,26,30.95%,25,1,,,,,
Total Votes Cast,84,100.00%,81,3,,,,,
Contest Totals,111,,108,3,,,,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
COR,,,,,,,,,
CACHE COUNTY EXECUTIVE/SURVEYOR,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
CRAIG W. BUTTARS (REP),92,100.00%,91,1,,,,,
Total Votes Cast,92,100.00%,91,1,,,,,
Contest Totals,111,,108,3,,,,,
CACHE COUNTY ATTORNEY,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
JAMES M. SWINK (REP),88,100.00%,88,0,,,,,
Total Votes Cast,88,100.00%,88,0,,,,,
Contest Totals,111,,108,3,,,,,
CACHE COUNTY CLERK,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
JILL N. ZOLLINGER (REP),92,100.00%,92,0,,,,,
Total Votes Cast,92,100.00%,92,0,,,,,
Contest Totals,111,,108,3,,,,,
CACHE COUNTY SHERIFF,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
D. CHAD JENSEN (REP),91,100.00%,90,1,,,,,
Total Votes Cast,91,100.00%,90,1,,,,,
