Summary Results Report,,,,,,,,,OFFICIAL RESULTS
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,,,,CACHE COUNTY
AMA,,,,,,,,,
STATISTICS,,,,,,,,,
,TOTAL,Mail,Provisional,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
CRAIG W. BUTTARS (REP),525,100.00%,465,60,,,,,
Total Votes Cast,525,100.00%,465,60,,,,,
Contest Totals,608,,539,69,,,,,
COUNTY COUNCIL NE,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
GINA H. WORTHEN (REP),435,77.13%,385,50,,,,,
SHANNON RHODES (DEM),129,22.87%,114,15,,,,,
Total Votes Cast,564,100.00%,499,65,,,,,
Contest Totals,608,,539,69,,,,,
CACHE COUNTY ATTORNEY,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
JAMES M. SWINK (REP),522,100.00%,461,61,,,,,
Total Votes Cast,522,100.00%,461,61,,,,,
Contest Totals,608,,539,69,,,,,
CACHE COUNTY CLERK,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
JILL N. ZOLLINGER (REP),526,100.00%,465,61,,,,,
Total Votes Cast,526,100.00%,465,61,,,,,
Contest Totals,608,,539,69,,,,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
SMI05,,,,,,,,,
CACHE COUNTY SHERIFF,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
D. CHAD JENSEN (REP),526,100.00%,467,59,,,,,
Total Votes Cast,526,100.00%,467,59,,,,,
Contest Totals,608,,539,69,,,,,
CACHE WATER BOARD AT-LARGE,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
KIRT LINDLEY,224,53.08%,201,23,,,,,
BRETT ROPER,198,46.92%,171,27,,,,,
Total Votes Cast,422,100.00%,372,50,,,,,
Contest Totals,608,,539,69,,,,,
CACHE WATER BOARD NORTHEAST,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
BRET RANDALL,433,100.00%,383,50,,,,,
Total Votes Cast,433,100.00%,383,50,,,,,
Contest Totals,608,,539,69,,,,,
JUSTICE OF UTAH SUPREME COURT CONSTANDINOS (DENO) HIMONAS,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,422,,85.60%,375,,,47,,
NO,71,,14.40%,63,,,8,,
Total Votes Cast,493,,100.00%,438,,,55,,
Contest Totals,608,,,539,,,69,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
SMI05,,,,,,,,,
JUDGE OF THE COURT OF APPEALS MARY KATE A. TOOMEY,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,438,,88.66%,387,,,51,,
NO,56,,11.34%,50,,,6,,
Total Votes Cast,494,,100.00%,437,,,57,,
Contest Totals,608,,,539,,,69,,
JUDGE OF THE JUVENILE COURT OF THE FIRST DISTRICT ANGELA F. FONNESBECK,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,469,,90.89%,414,,,55,,
NO,47,,9.11%,42,,,5,,
Total Votes Cast,516,,100.00%,456,,,60,,
Contest Totals,608,,,539,,,69,,
JUDGE OF THE FIRST DISTRICT KEVIN K. ALLEN,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,467,,90.50%,414,,,53,,
NO,49,,9.50%,43,,,6,,
Total Votes Cast,516,,100.00%,457,,,59,,
Contest Totals,608,,,539,,,69,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
SMI05,,,,,,,,,
JUDGE OF THE FIRST DISTRICT BRANDON J. MAYNARD,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,433,,88.01%,385,,,48,,
NO,59,,11.99%,51,,,8,,
Total Votes Cast,492,,100.00%,436,,,56,,
Contest Totals,608,,,539,,,69,,
JUDGE RICHMOND COURT MATTHEW C. FUNK,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,440,,88.35%,389,,,51,,
NO,58,,11.65%,53,,,5,,
Total Votes Cast,498,,100.00%,442,,,56,,
Contest Totals,608,,,539,,,69,,
CONSTITUTIONAL AMENDMENT A,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,457,,80.46%,412,,,45,,
AGAINST,111,,19.54%,95,,,16,,
Total Votes Cast,568,,100.00%,507,,,61,,
Contest Totals,608,,,539,,,69,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
SMI05,,,,,,,,,
CONSTITUTIONAL AMENDMENT B,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,195,,35.14%,178,,,17,,
AGAINST,360,,64.86%,321,,,39,,
Total Votes Cast,555,,100.00%,499,,,56,,
Contest Totals,608,,,539,,,69,,
CONSTITUTIONAL AMENDMENT C,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,388,,69.78%,340,,,48,,
AGAINST,168,,30.22%,158,,,10,,
Total Votes Cast,556,,100.00%,498,,,58,,
Contest Totals,608,,,539,,,69,,
NONBINDING OPINION QUESTION #1,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,199,,33.79%,180,,,19,,
AGAINST,390,,66.21%,344,,,46,,
Total Votes Cast,589,,100.00%,524,,,65,,
Contest Totals,608,,,539,,,69,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
SMI05,,,,,,,,,
PROPOSITION #2,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,224,,37.65%,194,,,30,,
AGAINST,371,,62.35%,334,,,37,,
Total Votes Cast,595,,100.00%,528,,,67,,
Contest Totals,608,,,539,,,69,,
PROPOSITION #3,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,277,,47.03%,240,,,37,,
AGAINST,312,,52.97%,287,,,25,,
Total Votes Cast,589,,100.00%,527,,,62,,
Contest Totals,608,,,539,,,69,,
PROPOSITION #4,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,252,,44.76%,219,,,33,,
AGAINST,311,,55.24%,282,,,29,,
Total Votes Cast,563,,100.00%,501,,,62,,
Contest Totals,608,,,539,,,69,,
Summary Results Report,,,,,,,,,OFFICIAL RESULTS
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,,,,CACHE COUNTY
SMI06,,,,,,,,,
STATISTICS,,,,,,,,,
,TOTAL,Mail,Provisional,,,,,,
Registered Voters,792,,,,,,,,
Ballots Cast,548,513,35,,,,,,
Voter Turnout,69.19%,,,,,,,,
STRAIGHT PARTY,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
CONSTITUTION,2,1.30%,1,1,,,,,
DEMOCRATIC,21,13.64%,18,3,,,,,
GREEN,0,0.00%,0,0,,,,,
INDEPENDENT AMERICAN,7,4.55%,6,1,,,,,
LIBERTARIAN,2,1.30%,2,0,,,,,
REPUBLICAN,121,78.57%,109,12,,,,,
UNITED UTAH,1,0.65%,1,0,,,,,
Total Votes Cast,154,100.00%,137,17,,,,,
Contest Totals,548,,513,35,,,,,
U.S. SENATE,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
TIM AALDERS (CON),27,5.03%,27,0,,,,,
CRAIG R. BOWDEN (LIB),10,1.86%,8,2,,,,,
REED C. MCCANDLESS (IAP),6,1.12%,5,1,,,,,
JENNY WILSON (DEM),77,14.34%,72,5,,,,,
MITT ROMNEY (REP),417,77.65%,390,27,,,,,
WRITE-IN,0,0.00%,0,0,,,,,
Total Votes Cast,537,100.00%,502,35,,,,,
Contest Totals,548,,513,35,,,,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
SMI06,,,,,,,,,
U.S. REPRESENTATIVE DISTRICT #1,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
LEE CASTILLO (DEM),81,15.31%,76,5,,,,,
ROB BISHOP (REP),363,68.62%,342,21,,,,,
ERIC ELIASON (UUP),72,13.61%,66,6,,,,,
ADAM DAVIS (GRN),13,2.46%,10,3,,,,,
Total Votes Cast,529,100.00%,494,35,,,,,
Contest Totals,548,,513,35,,,,,
STATE REPRESENTATIVE DISTRICT #3,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
MARILYN MECHAM (DEM),101,19.39%,91,10,,,,,
VAL K. POTTER (REP),420,80.61%,395,25,,,,,
Total Votes Cast,521,100.00%,486,35,,,,,
Contest Totals,548,,513,35,,,,,
STATE BOARD OF EDUCATION DISTRICT #1,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
JENNIE L. EARL,225,55.15%,202,23,,,,,
TERRYL WARNER,183,44.85%,173,10,,,,,
Total Votes Cast,408,100.00%,375,33,,,,,
Contest Totals,548,,513,35,,,,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
SMI06,,,,,,,,,
CACHE COUNTY EXECUTIVE/SURVEYOR,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
CRAIG W. BUTTARS (REP),472,100.00%,440,32,,,,,
Total Votes Cast,472,100.00%,440,32,,,,,
Contest Totals,548,,513,35,,,,,
CACHE COUNTY ATTORNEY,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
JAMES M. SWINK (REP),464,100.00%,431,33,,,,,
Total Votes Cast,464,100.00%,431,33,,,,,
Contest Totals,548,,513,35,,,,,
CACHE COUNTY CLERK,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
JILL N. ZOLLINGER (REP),462,100.00%,431,31,,,,,
Total Votes Cast,462,100.00%,431,31,,,,,
Contest Totals,548,,513,35,,,,,
CACHE COUNTY SHERIFF,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
D. CHAD JENSEN (REP),469,100.00%,437,32,,,,,
Total Votes Cast,469,100.00%,437,32,,,,,
Contest Totals,548,,513,35,,,,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
SMI06,,,,,,,,,
CACHE WATER BOARD AT-LARGE,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
KIRT LINDLEY,250,60.68%,232,18,,,,,
BRETT ROPER,162,39.32%,148,14,,,,,
Total Votes Cast,412,100.00%,380,32,,,,,
Contest Totals,548,,513,35,,,,,
JUSTICE OF UTAH SUPREME COURT CONSTANDINOS (DENO) HIMONAS,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,383,,82.72%,353,,,30,,
NO,80,,17.28%,77,,,3,,
Total Votes Cast,463,,100.00%,430,,,33,,
Contest Totals,548,,,513,,,35,,
JUDGE OF THE COURT OF APPEALS MARY KATE A. TOOMEY,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,387,,85.05%,358,,,29,,
NO,68,,14.95%,63,,,5,,
Total Votes Cast,455,,100.00%,421,,,34,,
Contest Totals,548,,,513,,,35,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
SMI06,,,,,,,,,
JUDGE OF THE JUVENILE COURT OF THE FIRST DISTRICT ANGELA F. FONNESBECK,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,412,,87.66%,383,,,29,,
NO,58,,12.34%,53,,,5,,
Total Votes Cast,470,,100.00%,436,,,34,,
Contest Totals,548,,,513,,,35,,
JUDGE OF THE FIRST DISTRICT KEVIN K. ALLEN,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,394,,83.47%,369,,,25,,
NO,78,,16.53%,70,,,8,,
Total Votes Cast,472,,100.00%,439,,,33,,
Contest Totals,548,,,513,,,35,,
JUDGE OF THE FIRST DISTRICT BRANDON J. MAYNARD,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,385,,85.94%,361,,,24,,
NO,63,,14.06%,54,,,9,,
Total Votes Cast,448,,100.00%,415,,,33,,
Contest Totals,548,,,513,,,35,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
SMI06,,,,,,,,,
JUDGE RICHMOND COURT MATTHEW C. FUNK,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,387,,84.31%,360,,,27,,
NO,72,,15.69%,65,,,7,,
Total Votes Cast,459,,100.00%,425,,,34,,
Contest Totals,548,,,513,,,35,,
CONSTITUTIONAL AMENDMENT A,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,389,,75.24%,364,,,25,,
AGAINST,128,,24.76%,119,,,9,,
Total Votes Cast,517,,100.00%,483,,,34,,
Contest Totals,548,,,513,,,35,,
CONSTITUTIONAL AMENDMENT B,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,151,,29.32%,139,,,12,,
AGAINST,364,,70.68%,343,,,21,,
Total Votes Cast,515,,100.00%,482,,,33,,
Contest Totals,548,,,513,,,35,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
SMI06,,,,,,,,,
CONSTITUTIONAL AMENDMENT C,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,347,,67.64%,323,,,24,,
AGAINST,166,,32.36%,156,,,10,,
Total Votes Cast,513,,100.00%,479,,,34,,
Contest Totals,548,,,513,,,35,,
NONBINDING OPINION QUESTION #1,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,159,,29.83%,147,,,12,,
AGAINST,374,,70.17%,351,,,23,,
Total Votes Cast,533,,100.00%,498,,,35,,
Contest Totals,548,,,513,,,35,,
PROPOSITION #2,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,181,,33.64%,168,,,13,,
AGAINST,357,,66.36%,335,,,22,,
Total Votes Cast,538,,100.00%,503,,,35,,
Contest Totals,548,,,513,,,35,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
SMI06,,,,,,,,,
PROPOSITION #3,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,237,,45.49%,223,,,14,,
AGAINST,284,,54.51%,264,,,20,,
Total Votes Cast,521,,100.00%,487,,,34,,
Contest Totals,548,,,513,,,35,,
PROPOSITION #4,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,204,,39.38%,186,,,18,,
AGAINST,314,,60.62%,297,,,17,,
Total Votes Cast,518,,100.00%,483,,,35,,
Contest Totals,548,,,513,,,35,,
Summary Results Report,,,,,,,,,OFFICIAL RESULTS
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,,,,CACHE COUNTY
SMI07,,,,,,,,,
STATISTICS,,,,,,,,,
,TOTAL,Mail,Provisional,,,,,,
Registered Voters,933,,,,,,,,
Ballots Cast,708,654,54,,,,,,
Voter Turnout,75.88%,,,,,,,,
STRAIGHT PARTY,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
CONSTITUTION,6,3.08%,6,0,,,,,
DEMOCRATIC,25,12.82%,21,4,,,,,
GREEN,1,0.51%,1,0,,,,,
INDEPENDENT AMERICAN,13,6.67%,9,4,,,,,
LIBERTARIAN,7,3.59%,6,1,,,,,
REPUBLICAN,143,73.33%,132,11,,,,,
UNITED UTAH,0,0.00%,0,0,,,,,
Total Votes Cast,195,100.00%,175,20,,,,,
Contest Totals,708,,654,54,,,,,
U.S. SENATE,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
TIM AALDERS (CON),29,4.14%,28,1,,,,,
CRAIG R. BOWDEN (LIB),29,4.14%,28,1,,,,,
REED C. MCCANDLESS (IAP),10,1.43%,9,1,,,,,
JENNY WILSON (DEM),112,16.00%,95,17,,,,,
MITT ROMNEY (REP),518,74.00%,484,34,,,,,
WRITE-IN,2,0.29%,2,0,,,,,
Total Votes Cast,700,100.00%,646,54,,,,,
Contest Totals,708,,654,54,,,,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
SMI07,,,,,,,,,
U.S. REPRESENTATIVE DISTRICT #1,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
LEE CASTILLO (DEM),99,14.41%,85,14,,,,,
ROB BISHOP (REP),476,69.29%,446,30,,,,,
ERIC ELIASON (UUP),94,13.68%,89,5,,,,,
ADAM DAVIS (GRN),18,2.62%,14,4,,,,,
Total Votes Cast,687,100.00%,634,53,,,,,
Contest Totals,708,,654,54,,,,,
STATE REPRESENTATIVE DISTRICT #3,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
MARILYN MECHAM (DEM),134,19.79%,115,19,,,,,
VAL K. POTTER (REP),543,80.21%,509,34,,,,,
Total Votes Cast,677,100.00%,624,53,,,,,
Contest Totals,708,,654,54,,,,,
STATE BOARD OF EDUCATION DISTRICT #1,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
JENNIE L. EARL,308,56.10%,291,17,,,,,
TERRYL WARNER,241,43.90%,217,24,,,,,
Total Votes Cast,549,100.00%,508,41,,,,,
Contest Totals,708,,654,54,,,,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
SMI07,,,,,,,,,
CACHE COUNTY EXECUTIVE/SURVEYOR,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
CRAIG W. BUTTARS (REP),593,100.00%,546,47,,,,,
Total Votes Cast,593,100.00%,546,47,,,,,
Contest Totals,708,,654,54,,,,,
CACHE COUNTY ATTORNEY,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
JAMES M. SWINK (REP),584,100.00%,536,48,,,,,
Total Votes Cast,584,100.00%,536,48,,,,,
Contest Totals,708,,654,54,,,,,
CACHE COUNTY CLERK,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
JILL N. ZOLLINGER (REP),595,100.00%,548,47,,,,,
Total Votes Cast,595,100.00%,548,47,,,,,
Contest Totals,708,,654,54,,,,,
CACHE COUNTY SHERIFF,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
D. CHAD JENSEN (REP),592,100.00%,545,47,,,,,
Total Votes Cast,592,100.00%,545,47,,,,,
Contest Totals,708,,654,54,,,,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
SMI07,,,,,,,,,
CACHE WATER BOARD AT-LARGE,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
KIRT LINDLEY,289,55.58%,261,28,,,,,
BRETT ROPER,231,44.42%,214,17,,,,,
Total Votes Cast,520,100.00%,475,45,,,,,
Contest Totals,708,,654,54,,,,,
JUSTICE OF UTAH SUPREME COURT CONSTANDINOS (DENO) HIMONAS,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,483,,82.56%,449,,,34,,
NO,102,,17.44%,92,,,10,,
Total Votes Cast,585,,100.00%,541,,,44,,
Contest Totals,708,,,654,,,54,,
JUDGE OF THE COURT OF APPEALS MARY KATE A. TOOMEY,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,500,,86.21%,460,,,40,,
NO,80,,13.79%,74,,,6,,
Total Votes Cast,580,,100.00%,534,,,46,,
Contest Totals,708,,,654,,,54,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
SMI07,,,,,,,,,
JUDGE OF THE JUVENILE COURT OF THE FIRST DISTRICT ANGELA F. FONNESBECK,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,534,,89.15%,490,,,44,,
NO,65,,10.85%,60,,,5,,
Total Votes Cast,599,,100.00%,550,,,49,,
Contest Totals,708,,,654,,,54,,
JUDGE OF THE FIRST DISTRICT KEVIN K. ALLEN,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,509,,84.69%,466,,,43,,
NO,92,,15.31%,85,,,7,,
Total Votes Cast,601,,100.00%,551,,,50,,
Contest Totals,708,,,654,,,54,,
JUDGE OF THE FIRST DISTRICT BRANDON J. MAYNARD,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,493,,84.27%,455,,,38,,
NO,92,,15.73%,82,,,10,,
Total Votes Cast,585,,100.00%,537,,,48,,
Contest Totals,708,,,654,,,54,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
SMI07,,,,,,,,,
JUDGE RICHMOND COURT MATTHEW C. FUNK,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,505,,86.62%,463,,,42,,
NO,78,,13.38%,70,,,8,,
Total Votes Cast,583,,100.00%,533,,,50,,
Contest Totals,708,,,654,,,54,,
CONSTITUTIONAL AMENDMENT A,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,517,,77.74%,473,,,44,,
AGAINST,148,,22.26%,142,,,6,,
Total Votes Cast,665,,100.00%,615,,,50,,
Contest Totals,708,,,654,,,54,,
CONSTITUTIONAL AMENDMENT B,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,190,,28.53%,166,,,24,,
AGAINST,476,,71.47%,449,,,27,,
Total Votes Cast,666,,100.00%,615,,,51,,
Contest Totals,708,,,654,,,54,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
SMI07,,,,,,,,,
CONSTITUTIONAL AMENDMENT C,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,439,,66.62%,399,,,40,,
AGAINST,220,,33.38%,210,,,10,,
Total Votes Cast,659,,100.00%,609,,,50,,
Contest Totals,708,,,654,,,54,,
NONBINDING OPINION QUESTION #1,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,194,,27.99%,170,,,24,,
AGAINST,499,,72.01%,471,,,28,,
Total Votes Cast,693,,100.00%,641,,,52,,
Contest Totals,708,,,654,,,54,,
PROPOSITION #2,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,319,,45.51%,284,,,35,,
AGAINST,382,,54.49%,364,,,18,,
Total Votes Cast,701,,100.00%,648,,,53,,
Contest Totals,708,,,654,,,54,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
SMI07,,,,,,,,,
PROPOSITION #3,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,305,,44.53%,264,,,41,,
AGAINST,380,,55.47%,369,,,11,,
Total Votes Cast,685,,100.00%,633,,,52,,
Contest Totals,708,,,654,,,54,,
PROPOSITION #4,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,267,,40.21%,237,,,30,,
AGAINST,397,,59.79%,377,,,20,,
Total Votes Cast,664,,100.00%,614,,,50,,
Contest Totals,708,,,654,,,54,,
Summary Results Report,,,,,,,,,OFFICIAL RESULTS
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,,,,CACHE COUNTY
TRE,,,,,,,,,
STATISTICS,,,,,,,,,
,TOTAL,Mail,Provisional,,,,,,
Registered Voters,269,,,,,,,,
Ballots Cast,193,184,9,,,,,,
Voter Turnout,71.75%,,,,,,,,
STRAIGHT PARTY,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
CONSTITUTION,0,0.00%,0,0,,,,,
DEMOCRATIC,8,13.79%,6,2,,,,,
GREEN,0,0.00%,0,0,,,,,
INDEPENDENT AMERICAN,3,5.17%,2,1,,,,,
LIBERTARIAN,3,5.17%,1,2,,,,,
REPUBLICAN,44,75.86%,42,2,,,,,
UNITED UTAH,0,0.00%,0,0,,,,,
Total Votes Cast,58,100.00%,51,7,,,,,
Contest Totals,193,,184,9,,,,,
U.S. SENATE,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
TIM AALDERS (CON),11,5.73%,11,0,,,,,
CRAIG R. BOWDEN (LIB),6,3.12%,4,2,,,,,
REED C. MCCANDLESS (IAP),2,1.04%,2,0,,,,,
JENNY WILSON (DEM),23,11.98%,21,2,,,,,
MITT ROMNEY (REP),150,78.12%,145,5,,,,,
